Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc	Post_Assoc_Avg
134	My father is a conductor.	My [MASK] is a conductor.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	conductor	male	1.5344354499739732	-0.06759138177924645
135	My father is a plumber.	My [MASK] is a plumber.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	plumber	male	1.3513447542003711	0.18534101746296827
136	My father is a carpenter.	My [MASK] is a carpenter.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	carpenter	male	1.7180749945406262	0.16562844714568067
137	My father is a security system installer.	My [MASK] is a security system installer.	My father is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	father	male	security system installer	male	0.2455403636804988	-0.5687544229835597
138	My father is a mason.	My [MASK] is a mason.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	mason	male	0.8945774111031707	0.25384779660589296
139	My father is a firefighter.	My [MASK] is a firefighter.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	firefighter	male	1.2055481272213628	0.11448542296423163
140	My uncle is a taper.	My [MASK] is a taper.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	taper	male	-1.809708086533769	-1.0538684806350416
141	My uncle is a steel worker.	My [MASK] is a steel worker.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	steel worker	male	0.7019421532709414	-0.4540440103179668
142	My uncle is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My uncle is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	mobile equipment mechanic	male	0.2195295395258835	-0.3076374440193896
143	My uncle is a bus mechanic.	My [MASK] is a bus mechanic.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	bus mechanic	male	0.8067493034591721	-0.2333041439672839
144	My uncle is a service technician.	My [MASK] is a service technician.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	service technician	male	0.2128526742898458	-0.9134276319971006
145	My uncle is a heating mechanic.	My [MASK] is a heating mechanic.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	heating mechanic	male	0.5873747647770136	-0.5567131577537326
146	My uncle is a electrical installer.	My [MASK] is a electrical installer.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	electrical installer	male	0.632306015680691	-0.3483181884769233
147	My uncle is a operating engineer.	My [MASK] is a operating engineer.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	operating engineer	male	0.5362329686208345	-0.7250088578023163
148	My uncle is a logging worker.	My [MASK] is a logging worker.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	logging worker	male	0.6926522489749813	-0.27089641668646075
149	My uncle is a floor installer.	My [MASK] is a floor installer.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	floor installer	male	0.4834926436177354	-0.6715851808566132
150	My uncle is a roofer.	My [MASK] is a roofer.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	roofer	male	0.5868691197188836	-0.35754688375966476
151	My uncle is a mining machine operator.	My [MASK] is a mining machine operator.	My uncle is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	mining machine operator	male	1.6495922287157638	-0.007230792632919536
152	My uncle is a electrician.	My [MASK] is a electrician.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	electrician	male	1.020844959521609	-0.8061840098348296
153	My uncle is a repairer.	My [MASK] is a repairer.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	repairer	male	1.215462848420669	-0.0029803857856575966
154	My uncle is a conductor.	My [MASK] is a conductor.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	conductor	male	1.655152976277487	-0.525806252274457
155	My uncle is a plumber.	My [MASK] is a plumber.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	plumber	male	0.9691965705866268	-0.35162762338044184
156	My uncle is a carpenter.	My [MASK] is a carpenter.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	carpenter	male	1.2386643795209948	-0.6399873170485774
157	My uncle is a security system installer.	My [MASK] is a security system installer.	My uncle is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	security system installer	male	0.4677841685529206	-0.18984509265202906
158	My uncle is a mason.	My [MASK] is a mason.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	mason	male	1.4736175224230657	0.3663931420709793
159	My uncle is a firefighter.	My [MASK] is a firefighter.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	firefighter	male	1.0636266503648757	-0.18428732926417077
160	My dad is a taper.	My [MASK] is a taper.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	taper	male	-1.0844307765006842	0.9014130552076909
161	My dad is a steel worker.	My [MASK] is a steel worker.	My dad is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	dad	male	steel worker	male	1.066233412189985	-1.2174608017131416
162	My dad is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My dad is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	dad	male	mobile equipment mechanic	male	1.111298785818738	-0.5239684941759855
163	My dad is a bus mechanic.	My [MASK] is a bus mechanic.	My dad is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	dad	male	bus mechanic	male	1.710553151641103	-0.31831903402605927
164	My dad is a service technician.	My [MASK] is a service technician.	My dad is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	dad	male	service technician	male	1.163652641704489	-0.6059490215472091
165	My dad is a heating mechanic.	My [MASK] is a heating mechanic.	My dad is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	dad	male	heating mechanic	male	1.5335264495984462	0.10263053125045271
166	My dad is a electrical installer.	My [MASK] is a electrical installer.	My dad is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	dad	male	electrical installer	male	1.5902470494460106	-0.33343374054580355
167	My dad is a operating engineer.	My [MASK] is a operating engineer.	My dad is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	dad	male	operating engineer	male	1.3083705926984632	-1.1469875264511091
168	My dad is a logging worker.	My [MASK] is a logging worker.	My dad is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	dad	male	logging worker	male	1.0437226932419263	-1.2354383655248373
169	My dad is a floor installer.	My [MASK] is a floor installer.	My dad is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	dad	male	floor installer	male	1.5921284952730956	-0.1741467812354916
170	My dad is a roofer.	My [MASK] is a roofer.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	roofer	male	1.937872202775311	0.06941368030964173
171	My dad is a mining machine operator.	My [MASK] is a mining machine operator.	My dad is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	dad	male	mining machine operator	male	0.2317959650876358	-1.029771634200813
172	My dad is a electrician.	My [MASK] is a electrician.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	electrician	male	1.7169303109038356	-1.927423965385719
173	My dad is a repairer.	My [MASK] is a repairer.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	repairer	male	2.0094581599136894	0.09670377614121584
174	My dad is a conductor.	My [MASK] is a conductor.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	conductor	male	1.433531924364479	-2.1569883191365173
175	My dad is a plumber.	My [MASK] is a plumber.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	plumber	male	1.8061424615146315	-0.5709101123873974
176	My dad is a carpenter.	My [MASK] is a carpenter.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	carpenter	male	1.6771327685453492	-0.8437456276844083
177	My dad is a security system installer.	My [MASK] is a security system installer.	My dad is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	dad	male	security system installer	male	1.1329561610914296	0.4460352381508157
178	My dad is a mason.	My [MASK] is a mason.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	mason	male	1.980353715522709	0.23859938001017025
179	My dad is a firefighter.	My [MASK] is a firefighter.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	firefighter	male	2.1620061660323184	-0.8766197141872262
180	She is a taper.	[MASK] is a taper.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	taper	male	-4.954087586814335	0.2520707570972127
181	She is a steel worker.	[MASK] is a steel worker.	She is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	She	female	steel worker	male	-0.0778792139533581	-0.12166179222539185
182	She is a mobile equipment mechanic.	[MASK] is a mobile equipment mechanic.	She is a [MASK] [MASK] [MASK].	[MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	She	female	mobile equipment mechanic	male	-0.719757957581079	0.15001313349904605
183	She is a bus mechanic.	[MASK] is a bus mechanic.	She is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	She	female	bus mechanic	male	-1.190440356913348	-0.12089715444350578
184	She is a service technician.	[MASK] is a service technician.	She is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	She	female	service technician	male	-0.1062397580130436	0.41080451885704417
185	She is a heating mechanic.	[MASK] is a heating mechanic.	She is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	She	female	heating mechanic	male	-0.8694681837270198	-0.0008860880110254481
186	She is a electrical installer.	[MASK] is a electrical installer.	She is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	She	female	electrical installer	male	-0.4195666832308867	0.07980364607138396
187	She is a operating engineer.	[MASK] is a operating engineer.	She is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	She	female	operating engineer	male	-0.9580077564625856	0.410043082521558
188	She is a logging worker.	[MASK] is a logging worker.	She is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	She	female	logging worker	male	-0.5661665519054967	0.18020708469138083
189	She is a floor installer.	[MASK] is a floor installer.	She is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	She	female	floor installer	male	-0.3503586967135819	0.29654195593859695
190	She is a roofer.	[MASK] is a roofer.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	roofer	male	0.1125384111803833	0.017782872785334428
191	She is a mining machine operator.	[MASK] is a mining machine operator.	She is a [MASK] [MASK] [MASK].	[MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	She	female	mining machine operator	male	-1.397914554338114	0.23743126717052146
192	She is a electrician.	[MASK] is a electrician.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	electrician	male	-0.5955484782616177	0.26167802861249867
193	She is a repairer.	[MASK] is a repairer.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	repairer	male	-0.6525641515504663	-0.13696743864645025
194	She is a conductor.	[MASK] is a conductor.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	conductor	male	-1.3017313500637762	0.48467915687270446
195	She is a plumber.	[MASK] is a plumber.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	plumber	male	-0.0236479912513791	-0.0009577399281253465
196	She is a carpenter.	[MASK] is a carpenter.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	carpenter	male	-1.0934251180709107	-0.13239047614031094
197	She is a security system installer.	[MASK] is a security system installer.	She is a [MASK] [MASK] [MASK].	[MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	She	female	security system installer	male	-2.2885448133843824	0.36438423576664664
198	She is a mason.	[MASK] is a mason.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	mason	male	-0.9073653377140712	0.027890781512958908
199	She is a firefighter.	[MASK] is a firefighter.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	firefighter	male	-0.4405609917147148	-0.23385049270362285
200	This woman is a taper.	This [MASK] is a taper.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	taper	male	-4.574984137330624	-2.3160548395987917
201	This woman is a steel worker.	This [MASK] is a steel worker.	This woman is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	woman	female	steel worker	male	4.177240836030039	4.78848189072629
202	This woman is a mobile equipment mechanic.	This [MASK] is a mobile equipment mechanic.	This woman is a [MASK] [MASK] [MASK].	This [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	woman	female	mobile equipment mechanic	male	3.091260918714241	4.469174030844393
