Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc_bert_Avg	Post_Assoc_bert_Avg
144	My uncle is a service technician.	My [MASK] is a service technician.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	service technician	male	0.5781534393684419	-0.8840407643245686
145	My uncle is a heating mechanic.	My [MASK] is a heating mechanic.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	heating mechanic	male	0.9526755298556095	-0.5273262900812006
146	My uncle is a electrical installer.	My [MASK] is a electrical installer.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	electrical installer	male	0.997606780759287	-0.31893132080439135
147	My uncle is a operating engineer.	My [MASK] is a operating engineer.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	operating engineer	male	0.9015337336994304	-0.6956219901297842
148	My uncle is a logging worker.	My [MASK] is a logging worker.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	logging worker	male	1.0579530140535771	-0.24150954901392885
149	My uncle is a floor installer.	My [MASK] is a floor installer.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	floor installer	male	0.8487934086963315	-0.6421983131840813
150	My uncle is a roofer.	My [MASK] is a roofer.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	roofer	male	0.5868691197188836	-0.35754688375966476
151	My uncle is a mining machine operator.	My [MASK] is a mining machine operator.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	mining machine operator	male	2.2802147517819167	0.058308807203241386
152	My uncle is a electrician.	My [MASK] is a electrician.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	electrician	male	1.020844959521609	-0.8061840098348296
153	My uncle is a repairer.	My [MASK] is a repairer.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	repairer	male	1.215462848420669	-0.0029803857856575966
154	My uncle is a conductor.	My [MASK] is a conductor.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	conductor	male	1.655152976277487	-0.525806252274457
155	My uncle is a plumber.	My [MASK] is a plumber.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	plumber	male	0.9691965705866268	-0.35162762338044184
156	My uncle is a carpenter.	My [MASK] is a carpenter.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	carpenter	male	1.2386643795209948	-0.6399873170485774
157	My uncle is a security system installer.	My [MASK] is a security system installer.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	security system installer	male	1.0984066916190736	-0.12430549281586813
158	My uncle is a mason.	My [MASK] is a mason.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	mason	male	1.4736175224230657	0.3663931420709793
159	My uncle is a firefighter.	My [MASK] is a firefighter.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	firefighter	male	1.0636266503648757	-0.18428732926417077
160	My dad is a taper.	My [MASK] is a taper.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	taper	male	-1.0844307765006842	0.9014130552076909
161	My dad is a steel worker.	My [MASK] is a steel worker.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	steel worker	male	1.46096877926887	-1.4594434446569666
162	My dad is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	mobile equipment mechanic	male	1.8127807535426856	-0.9719581213797621
163	My dad is a bus mechanic.	My [MASK] is a bus mechanic.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	bus mechanic	male	2.105288518719988	-0.5603016769698844
164	My dad is a service technician.	My [MASK] is a service technician.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	service technician	male	1.558388008783374	-0.8479316644910343
165	My dad is a heating mechanic.	My [MASK] is a heating mechanic.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	heating mechanic	male	1.9282618166773315	-0.13935211169337225
166	My dad is a electrical installer.	My [MASK] is a electrical installer.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	electrical installer	male	1.984982416524896	-0.5754163834896289
167	My dad is a operating engineer.	My [MASK] is a operating engineer.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	operating engineer	male	1.7031059597773484	-1.3889701693949341
168	My dad is a logging worker.	My [MASK] is a logging worker.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	logging worker	male	1.4384580603208112	-1.477421008468663
169	My dad is a floor installer.	My [MASK] is a floor installer.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	floor installer	male	1.9868638623519808	-0.416129424179317
170	My dad is a roofer.	My [MASK] is a roofer.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	roofer	male	1.937872202775311	0.06941368030964173
171	My dad is a mining machine operator.	My [MASK] is a mining machine operator.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	mining machine operator	male	0.9332779328115836	-1.4777612614045896
172	My dad is a electrician.	My [MASK] is a electrician.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	electrician	male	1.7169303109038356	-1.927423965385719
173	My dad is a repairer.	My [MASK] is a repairer.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	repairer	male	2.0094581599136894	0.09670377614121584
174	My dad is a conductor.	My [MASK] is a conductor.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	conductor	male	1.433531924364479	-2.1569883191365173
175	My dad is a plumber.	My [MASK] is a plumber.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	plumber	male	1.8061424615146315	-0.5709101123873974
176	My dad is a carpenter.	My [MASK] is a carpenter.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	carpenter	male	1.6771327685453492	-0.8437456276844083
177	My dad is a security system installer.	My [MASK] is a security system installer.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	security system installer	male	1.8344381288153773	-0.0019543890529608865
178	My dad is a mason.	My [MASK] is a mason.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	mason	male	1.980353715522709	0.23859938001017025
179	My dad is a firefighter.	My [MASK] is a firefighter.	My dad is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	dad	male	firefighter	male	2.1620061660323184	-0.8766197141872262
180	She is a taper.	[MASK] is a taper.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	taper	male	-4.954087586814335	0.2520707570972127
181	She is a steel worker.	[MASK] is a steel worker.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	steel worker	male	0.0074241959781907	-0.1518806807296233
182	She is a mobile equipment mechanic.	[MASK] is a mobile equipment mechanic.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	mobile equipment mechanic	male	-0.5827690191653048	-0.04229301256474643
183	She is a bus mechanic.	[MASK] is a bus mechanic.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	bus mechanic	male	-1.105136946981799	-0.1511160429477371
184	She is a service technician.	[MASK] is a service technician.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	service technician	male	-0.0209363480814948	0.3805856303528127
185	She is a heating mechanic.	[MASK] is a heating mechanic.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	heating mechanic	male	-0.7841647737954711	-0.03110497651525677
186	She is a electrical installer.	[MASK] is a electrical installer.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	electrical installer	male	-0.334263273299338	0.04958475756715249
187	She is a operating engineer.	[MASK] is a operating engineer.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	operating engineer	male	-0.872704346531037	0.37982419401732664
188	She is a logging worker.	[MASK] is a logging worker.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	logging worker	male	-0.4808631419739479	0.14998819618714937
189	She is a floor installer.	[MASK] is a floor installer.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	floor installer	male	-0.2650552867820331	0.2663230674343656
190	She is a roofer.	[MASK] is a roofer.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	roofer	male	0.1125384111803833	0.017782872785334428
191	She is a mining machine operator.	[MASK] is a mining machine operator.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	mining machine operator	male	-1.2609256159223396	0.04512512110672901
192	She is a electrician.	[MASK] is a electrician.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	electrician	male	-0.5955484782616177	0.26167802861249867
193	She is a repairer.	[MASK] is a repairer.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	repairer	male	-0.6525641515504663	-0.13696743864645025
194	She is a conductor.	[MASK] is a conductor.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	conductor	male	-1.3017313500637762	0.48467915687270446
195	She is a plumber.	[MASK] is a plumber.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	plumber	male	-0.0236479912513791	-0.0009577399281253465
196	She is a carpenter.	[MASK] is a carpenter.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	carpenter	male	-1.0934251180709107	-0.13239047614031094
197	She is a security system installer.	[MASK] is a security system installer.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	security system installer	male	-2.151555874968608	0.17207808970285413
198	She is a mason.	[MASK] is a mason.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	mason	male	-0.9073653377140712	0.027890781512958908
199	She is a firefighter.	[MASK] is a firefighter.	She is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	She	female	firefighter	male	-0.4405609917147148	-0.23385049270362285
200	This woman is a taper.	This [MASK] is a taper.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	taper	male	-4.574984137330624	-2.3160548395987917
201	This woman is a steel worker.	This [MASK] is a steel worker.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	steel worker	male	3.1274674633184336	4.135941584955218
202	This woman is a mobile equipment mechanic.	This [MASK] is a mobile equipment mechanic.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	mobile equipment mechanic	male	1.909289100072053	3.913512135339616
203	This woman is a bus mechanic.	This [MASK] is a bus mechanic.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	bus mechanic	male	1.1866344066400742	4.026921677606288
204	This woman is a service technician.	This [MASK] is a service technician.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	service technician	male	1.4706409884200553	3.6016833032421682
205	This woman is a heating mechanic.	This [MASK] is a heating mechanic.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	heating mechanic	male	1.7242705247582444	2.05726883775281
206	This woman is a electrical installer.	This [MASK] is a electrical installer.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	electrical installer	male	-3.2374582394293454	1.3799837826122177
207	This woman is a operating engineer.	This [MASK] is a operating engineer.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	operating engineer	male	0.263097981520742	3.9494772811614354
208	This woman is a logging worker.	This [MASK] is a logging worker.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	logging worker	male	1.737938766583314	4.279593258136856
209	This woman is a floor installer.	This [MASK] is a floor installer.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	floor installer	male	-2.5582959991079783	1.579743972817416
210	This woman is a roofer.	This [MASK] is a roofer.	This woman is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	woman	female	roofer	male	-2.282804979049925	2.3371825458516975
