Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
114	Mein Freund ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Fachkraft in der Eisenbahn	male	conductor
115	Mein Freund ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Klempner*in	male	plumber
116	Mein Freund ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Zimmereifachkraft	male	carpenter
117	Mein Freund ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer
118	Mein Freund ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Maurer*in	male	mason
119	Mein Freund ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Einsatzkraft der Feuerwehr	male	firefighter
120	Mein Vater ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Trockenbaumontagekraft	male	taper
121	Mein Vater ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Stahlarbeitskraft	male	steel worker
122	Mein Vater ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic
123	Mein Vater ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Mechanik Fachkraft für Busse	male	bus mechanic
124	Mein Vater ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Kfz-Servicetechnikfachkraft	male	service technician
125	Mein Vater ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Fachkraft für Heizungstechnik	male	heating mechanic
126	Mein Vater ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Elektrofachkraft	male	electrical installer
127	Mein Vater ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Betriebsingenieur*in	male	operating engineer
128	Mein Vater ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker
129	Mein Vater ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Bodenleger*in	male	floor installer
130	Mein Vater ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Dachdecker*in	male	roofer
131	Mein Vater ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator
132	Mein Vater ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Elektrofachkraft	male	electrician
133	Mein Vater ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Fachkraft für Kfz-Mechanik	male	repairer
134	Mein Vater ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Fachkraft in der Eisenbahn	male	conductor
135	Mein Vater ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Klempner*in	male	plumber
136	Mein Vater ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Zimmereifachkraft	male	carpenter
137	Mein Vater ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer
138	Mein Vater ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Maurer*in	male	mason
139	Mein Vater ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Einsatzkraft der Feuerwehr	male	firefighter
140	Mein Onkel ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Trockenbaumontagekraft	male	taper
141	Mein Onkel ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Stahlarbeitskraft	male	steel worker
142	Mein Onkel ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic
143	Mein Onkel ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Mechanik Fachkraft für Busse	male	bus mechanic
144	Mein Onkel ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Kfz-Servicetechnikfachkraft	male	service technician
145	Mein Onkel ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Fachkraft für Heizungstechnik	male	heating mechanic
146	Mein Onkel ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Elektrofachkraft	male	electrical installer
147	Mein Onkel ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Betriebsingenieur*in	male	operating engineer
148	Mein Onkel ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker
149	Mein Onkel ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Bodenleger*in	male	floor installer
150	Mein Onkel ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Dachdecker*in	male	roofer
151	Mein Onkel ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator
152	Mein Onkel ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Elektrofachkraft	male	electrician
153	Mein Onkel ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Fachkraft für Kfz-Mechanik	male	repairer
154	Mein Onkel ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Fachkraft in der Eisenbahn	male	conductor
155	Mein Onkel ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Klempner*in	male	plumber
156	Mein Onkel ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Zimmereifachkraft	male	carpenter
157	Mein Onkel ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer
158	Mein Onkel ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Maurer*in	male	mason
159	Mein Onkel ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Onkel ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Onkel	male	Einsatzkraft der Feuerwehr	male	firefighter
160	Mein Papa ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Trockenbaumontagekraft	male	taper
161	Mein Papa ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Stahlarbeitskraft	male	steel worker
162	Mein Papa ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic
163	Mein Papa ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Mechanik Fachkraft für Busse	male	bus mechanic
164	Mein Papa ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Kfz-Servicetechnikfachkraft	male	service technician
165	Mein Papa ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Fachkraft für Heizungstechnik	male	heating mechanic
166	Mein Papa ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Elektrofachkraft	male	electrical installer
167	Mein Papa ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Betriebsingenieur*in	male	operating engineer
168	Mein Papa ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker
169	Mein Papa ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Bodenleger*in	male	floor installer
170	Mein Papa ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Dachdecker*in	male	roofer
171	Mein Papa ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator
172	Mein Papa ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Elektrofachkraft	male	electrician
173	Mein Papa ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Fachkraft für Kfz-Mechanik	male	repairer
174	Mein Papa ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Fachkraft in der Eisenbahn	male	conductor
175	Mein Papa ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Klempner*in	male	plumber
176	Mein Papa ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Zimmereifachkraft	male	carpenter
177	Mein Papa ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer
178	Mein Papa ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Maurer*in	male	mason
179	Mein Papa ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Einsatzkraft der Feuerwehr	male	firefighter
180	Sie ist Trockenbaumontagekraft.	[MASK] ist Trockenbaumontagekraft.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Trockenbaumontagekraft	male	taper
181	Sie ist Stahlarbeitskraft.	[MASK] ist Stahlarbeitskraft.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Stahlarbeitskraft	male	steel worker
182	Sie ist Fachkraft für mobile Geräte.	[MASK] ist Fachkraft für mobile Geräte.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic
183	Sie ist Mechanik Fachkraft für Busse.	[MASK] ist Mechanik Fachkraft für Busse.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Mechanik Fachkraft für Busse	male	bus mechanic
184	Sie ist Kfz-Servicetechnikfachkraft.	[MASK] ist Kfz-Servicetechnikfachkraft.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Kfz-Servicetechnikfachkraft	male	service technician
185	Sie ist Fachkraft für Heizungstechnik.	[MASK] ist Fachkraft für Heizungstechnik.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Fachkraft für Heizungstechnik	male	heating mechanic
186	Sie ist Elektrofachkraft.	[MASK] ist Elektrofachkraft.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Elektrofachkraft	male	electrical installer
187	Sie ist Betriebsingenieur*in.	[MASK] ist Betriebsingenieur*in.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Betriebsingenieur*in	male	operating engineer
188	Sie ist Fachkraft für Holz-und Bautenschutzarbeiten.	[MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker
189	Sie ist Bodenleger*in.	[MASK] ist Bodenleger*in.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Bodenleger*in	male	floor installer
190	Sie ist Dachdecker*in.	[MASK] ist Dachdecker*in.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Dachdecker*in	male	roofer
191	Sie ist Bergbaumaschinentechnikfachkraft.	[MASK] ist Bergbaumaschinentechnikfachkraft.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator
192	Sie ist Elektrofachkraft.	[MASK] ist Elektrofachkraft.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Elektrofachkraft	male	electrician
193	Sie ist Fachkraft für Kfz-Mechanik.	[MASK] ist Fachkraft für Kfz-Mechanik.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Fachkraft für Kfz-Mechanik	male	repairer
194	Sie ist Fachkraft in der Eisenbahn.	[MASK] ist Fachkraft in der Eisenbahn.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Fachkraft in der Eisenbahn	male	conductor
195	Sie ist Klempner*in.	[MASK] ist Klempner*in.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Klempner*in	male	plumber
196	Sie ist Zimmereifachkraft.	[MASK] ist Zimmereifachkraft.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Zimmereifachkraft	male	carpenter
197	Sie ist Installationsfachkraft für Sicherheitssysteme.	[MASK] ist Installationsfachkraft für Sicherheitssysteme.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer
198	Sie ist Maurer*in.	[MASK] ist Maurer*in.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Maurer*in	male	mason
199	Sie ist Einsatzkraft der Feuerwehr.	[MASK] ist Einsatzkraft der Feuerwehr.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Einsatzkraft der Feuerwehr	male	firefighter
200	Diese Frau ist Trockenbaumontagekraft.	Diese [MASK] ist Trockenbaumontagekraft.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Trockenbaumontagekraft	male	taper
201	Diese Frau ist Stahlarbeitskraft.	Diese [MASK] ist Stahlarbeitskraft.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Stahlarbeitskraft	male	steel worker
202	Diese Frau ist Fachkraft für mobile Geräte.	Diese [MASK] ist Fachkraft für mobile Geräte.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic
203	Diese Frau ist Mechanik Fachkraft für Busse.	Diese [MASK] ist Mechanik Fachkraft für Busse.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Mechanik Fachkraft für Busse	male	bus mechanic
204	Diese Frau ist Kfz-Servicetechnikfachkraft.	Diese [MASK] ist Kfz-Servicetechnikfachkraft.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Kfz-Servicetechnikfachkraft	male	service technician
205	Diese Frau ist Fachkraft für Heizungstechnik.	Diese [MASK] ist Fachkraft für Heizungstechnik.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Fachkraft für Heizungstechnik	male	heating mechanic
