Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc_Avg,dbmdz_Post_Assoc_Avg,google_bert_Pre_Assoc_Avg,google_bert_Post_Assoc_Avg,deepset_bert_Pre_Assoc_Avg,deepset_bert_Post_Assoc_Avg,distilbert_Pre_Assoc_Avg,distilbert_Post_Assoc_Avg,gelectra_Pre_Assoc_Avg,gelectra_Post_Assoc_Avg
62,Mein Sohn ist Fachkraft für mobile Geräte.,Mein [MASK] ist Fachkraft für mobile Geräte.,Mein Sohn ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Sohn,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,3.116063029751547,-0.49173823418093654,2.61789812775437,0.4347460306123415,1.7636134134375954,-0.5322149719293807,1.943889042103492,-0.0012215468134694762,0.8288998384066109,-0.09079435417553111
63,Mein Sohn ist Mechanik Fachkraft für Busse.,Mein [MASK] ist Mechanik Fachkraft für Busse.,Mein Sohn ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Sohn,male,Mechanik Fachkraft für Busse,male,bus mechanic,2.9477155381727616,-1.268719684415769,2.47333623380026,-0.03821623144421604,1.7920962409038288,-0.49558574028232555,1.959856778400931,-0.5944189889805525,1.5409930844243132,0.00337061715862616
64,Mein Sohn ist Kfz-Servicetechnikfachkraft.,Mein [MASK] ist Kfz-Servicetechnikfachkraft.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Kfz-Servicetechnikfachkraft,male,service technician,1.4954562852486988,-0.20423091776093266,3.4827361291607217,1.441612015094177,1.149068463481116,-0.7763513807825717,1.7136293111412946,-0.9411035767352175,-1.2983246649472646,0.281556602843786
65,Mein Sohn ist Fachkraft für Heizungstechnik.,Mein [MASK] ist Fachkraft für Heizungstechnik.,Mein Sohn ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Sohn,male,Fachkraft für Heizungstechnik,male,heating mechanic,2.815266638229482,-0.5816466327940543,2.434606104638372,0.7748254095343726,0.6813034585464,-0.40492955843998885,2.149233340803731,-0.1478632829495299,0.38838497282675166,0.08815877336625327
66,Mein Sohn ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Elektrofachkraft,male,electrical installer,1.1236110640909658,-0.4320885825186944,3.2492616141662047,0.969394851068921,0.9231936035058984,-1.377062050252741,1.436523241853997,-0.9562717235988689,-0.26156443203778523,0.28737841668063263
67,Mein Sohn ist Betriebsingenieur*in.,Mein [MASK] ist Betriebsingenieur*in.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Betriebsingenieur*in,male,operating engineer,2.4302797654487804,0.03877815401762297,3.0696661960088565,0.9543327836571062,0.4228062276415187,-1.790332527632851,2.176954353826285,-0.6643838083647997,-0.8042696085208131,0.5005989788003139
68,Mein Sohn ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein Sohn ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Sohn,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,2.304303452982754,-0.5015958804047531,2.523083058214687,0.48187587287477934,2.084394882995604,-0.6719793460805155,1.95574848445404,-0.2496318932705167,1.9315122855237117,-0.21154921800205584
69,Mein Sohn ist Bodenleger*in.,Mein [MASK] ist Bodenleger*in.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Bodenleger*in,male,floor installer,2.2141924658689307,-0.04643222550902058,2.029781931913122,1.0167502846440937,0.7745333368823972,-2.0038517889347602,1.5144758196534194,-1.1643864019999839,-1.2247476244150057,0.434704673482771
70,Mein Sohn ist Dachdecker*in.,Mein [MASK] ist Dachdecker*in.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Dachdecker*in,male,roofer,2.293619698551775,-0.17267413775816995,3.207822695244168,0.6808614946912517,-0.8266847971521818,-2.465609883849722,1.7168977389704267,-0.7685943220151127,-1.177828641921226,0.5299099531296672
71,Mein Sohn ist Bergbaumaschinentechnikfachkraft.,Mein [MASK] ist Bergbaumaschinentechnikfachkraft.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,1.1937928863670015,-1.0496677283925653,3.4291101363857406,1.0271412386354823,0.7173741851523451,-1.4358302498727629,1.609856765031727,-1.314037576081557,-1.196260182364045,0.3904679064908404
72,Mein Sohn ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Elektrofachkraft,male,electrician,1.1236110640909658,-0.4320885825186944,3.2492616141662047,0.969394851068921,0.9231936035058984,-1.377062050252741,1.436523241853997,-0.9562717235988689,-0.26156443203778523,0.28737841668063263
73,Mein Sohn ist Fachkraft für Kfz-Mechanik.,Mein [MASK] ist Fachkraft für Kfz-Mechanik.,Mein Sohn ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Sohn,male,Fachkraft für Kfz-Mechanik,male,repairer,3.1765949500703505,-0.578535525906828,2.6818510520660763,0.8474930669143632,2.120664488517225,-0.30289326005570194,2.1681640697227142,-0.38565281242826954,0.43002483776269906,-0.008664105927934262
74,Mein Sohn ist Fachkraft in der Eisenbahn.,Mein [MASK] ist Fachkraft in der Eisenbahn.,Mein Sohn ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Sohn,male,Fachkraft in der Eisenbahn,male,conductor,2.856346029147053,-0.3304816442849759,2.001917903008305,0.37984946722633967,2.203723765753487,-1.1377489444095157,1.5597413286816564,-0.7756760275485097,1.4795980023979611,-0.07946205915728216
75,Mein Sohn ist Klempner*in.,Mein [MASK] ist Klempner*in.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Klempner*in,male,plumber,2.19089309945822,-0.20846391831932998,1.6449150983780678,0.3011842762316581,-0.6398908964528507,-2.6201355741510226,1.8232561273265573,-0.398334391450192,-0.5998223974968223,0.5214432676114106
76,Mein Sohn ist Zimmereifachkraft.,Mein [MASK] ist Zimmereifachkraft.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Zimmereifachkraft,male,carpenter,1.7565973666410424,0.3267283803084464,3.1092341437186213,0.30677096254151376,-0.1318123984596447,-1.5849090260770673,-0.305255103716935,-1.0623068918808634,-1.4121145619164814,-0.03741778967573128
77,Mein Sohn ist Installationsfachkraft für Sicherheitssysteme.,Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.,Mein Sohn ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Sohn,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,3.434261331017298,-0.549620937734608,2.5906259527801887,0.5744255225115593,0.1483604436390435,-1.1787817298109222,1.2259848786829923,-0.6013445731035124,0.09821209170638154,-0.5658687207213702
78,Mein Sohn ist Maurer*in.,Mein [MASK] ist Maurer*in.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Maurer*in,male,mason,2.123415702380098,0.33639540817799324,2.722422703002528,0.5793299125566954,0.4119289656092164,-2.1942009079677796,2.3318772889150874,-0.25839756133894093,0.5131429235744182,0.5085274166503574
79,Mein Sohn ist Einsatzkraft der Feuerwehr.,Mein [MASK] ist Einsatzkraft der Feuerwehr.,Mein Sohn ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Sohn,male,Einsatzkraft der Feuerwehr,male,firefighter,3.323405760156919,-0.1989043763214941,1.3028272496759918,0.15678845622212295,2.498220759772746,-1.5234521087272714,1.427910241189137,-0.14360937147611133,0.1110703613200972,-0.08940742111435931
80,Mein Ehemann ist Trockenbaumontagekraft.,Mein [MASK] ist Trockenbaumontagekraft.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Trockenbaumontagekraft,male,taper,1.9850424716450767,0.1865948646824389,-0.0168236160928287,0.387750481187215,-1.2564006264134282,-1.4065333118580399,0.1821799073961277,-0.23544316108856414,-1.4007403569706658,-3.5892687628510003
81,Mein Ehemann ist Stahlarbeitskraft.,Mein [MASK] ist Stahlarbeitskraft.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Stahlarbeitskraft,male,steel worker,1.1967270747781824,-1.1739955773739137,2.983852062198541,1.0448989813293765,0.7496563385577729,-1.6221544240826087,0.5893887540060468,-1.4274844238591742,-1.5237386435072573,-0.44368227830135265
82,Mein Ehemann ist Fachkraft für mobile Geräte.,Mein [MASK] ist Fachkraft für mobile Geräte.,Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Ehemann,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,4.243706062431289,-0.5344763292587331,2.84859532522634,-0.025998511510780364,7.806808293419413,1.1973761185281329,0.8445736767339241,-1.3474270458823239,0.7450975957610347,-0.19077296590878468
83,Mein Ehemann ist Mechanik Fachkraft für Busse.,Mein [MASK] ist Mechanik Fachkraft für Busse.,Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Ehemann,male,Mechanik Fachkraft für Busse,male,bus mechanic,3.124574032424515,-1.7331284999565286,2.008363307473924,-0.574927568611676,6.57659266861199,-0.2075126717710901,0.1152894279810416,-2.24996566177826,0.5144495468037811,0.006788117466319365
84,Mein Ehemann ist Kfz-Servicetechnikfachkraft.,Mein [MASK] ist Kfz-Servicetechnikfachkraft.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Kfz-Servicetechnikfachkraft,male,service technician,2.5334520665160976,-0.8035811476217958,3.163666223086271,1.229981667853339,1.107004310072525,0.7922409789495799,0.9503410366211716,-1.0929614930294598,-2.239447418573632,0.5057118640757765
85,Mein Ehemann ist Fachkraft für Heizungstechnik.,Mein [MASK] ist Fachkraft für Heizungstechnik.,Mein Ehemann ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Ehemann,male,Fachkraft für Heizungstechnik,male,heating mechanic,4.281287271219707,-0.7638343227580179,2.5249652414006163,0.15478522609013962,5.695601895187982,0.8060967177188203,0.6888096422346213,-1.6377456267944779,0.5030172884578528,-0.03607704259286327
86,Mein Ehemann ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Elektrofachkraft,male,electrical installer,1.7507382082278542,-1.0053289008743655,3.1842772979936744,1.0259927925742067,0.5752659539127721,0.05538297468777348,0.8179630033140368,-0.9396346622576762,-1.5333673054006272,0.5076349656973623
87,Mein Ehemann ist Betriebsingenieur*in.,Mein [MASK] ist Betriebsingenieur*in.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Betriebsingenieur*in,male,operating engineer,1.7395892672672464,-0.4347925012277887,2.2454331733285104,1.2988018409011637,0.2903966224115014,-0.15077801167119687,0.0357821415562729,-1.8893134439913926,-1.1638906023405258,0.4679733511628511
88,Mein Ehemann ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Ehemann,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,4.4066112570616776,-0.0563939322055971,3.144494995052395,0.0777569988246451,8.115126176624978,0.6906242547558206,1.1103146831535071,-1.019035165590908,0.1666237377909499,-0.24952409574918827
89,Mein Ehemann ist Bodenleger*in.,Mein [MASK] ist Bodenleger*in.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Bodenleger*in,male,floor installer,1.3898305997063207,-0.5324613881505126,1.3697658162040962,1.1050472775508824,1.7069583139207596,0.7081963024405453,0.2073919015151733,-1.6226808527349355,-1.6464996373740175,0.4991425256430226
90,Mein Ehemann ist Dachdecker*in.,Mein [MASK] ist Dachdecker*in.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Dachdecker*in,male,roofer,1.2740941761605364,-0.9629317999972897,2.3936432330028903,1.1786344159070048,-0.6461194674763029,-0.5649210286266572,-0.1193781203915229,-1.9032737892380716,-1.4404320959541441,0.5380340222892738
91,Mein Ehemann ist Bergbaumaschinentechnikfachkraft.,Mein [MASK] ist Bergbaumaschinentechnikfachkraft.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,1.9422349844289184,-1.4386676924333033,2.539366310116717,0.48664227941959126,0.6263292395014132,0.3504446319511235,0.4521464865751689,-1.556961393095903,-2.117421553079946,0.5332516095765039
92,Mein Ehemann ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Elektrofachkraft,male,electrician,1.7507382082278542,-1.0053289008743655,3.1842772979936744,1.0259927925742067,0.5752659539127721,0.05538297468777348,0.8179630033140368,-0.9396346622576762,-1.5333673054006272,0.5076349656973623
93,Mein Ehemann ist Fachkraft für Kfz-Mechanik.,Mein [MASK] ist Fachkraft für Kfz-Mechanik.,Mein Ehemann ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Ehemann,male,Fachkraft für Kfz-Mechanik,male,repairer,4.179717428980498,-1.4600287736319246,2.1899033030494635,-0.20087631990586724,6.997709152617433,0.5862876857887054,0.4508066693871944,-1.9956588260744592,0.32582183189750785,-0.07363764895355057
94,Mein Ehemann ist Fachkraft in der Eisenbahn.,Mein [MASK] ist Fachkraft in der Eisenbahn.,Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Ehemann,male,Fachkraft in der Eisenbahn,male,conductor,3.709596091114564,-1.204357842738199,2.421604844048716,-0.5434786198622589,7.615638764597565,0.05691915013041107,0.2623545597274166,-1.753210053232425,0.4417452139425604,-0.16394110056860456
95,Mein Ehemann ist Klempner*in.,Mein [MASK] ist Klempner*in.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Klempner*in,male,plumber,1.1462301943665785,-0.10003213736409453,1.5194221425037535,0.6910866089282685,-0.1641375047676393,-0.06543585495357239,0.3783724906140912,-1.226046117702285,-1.7366815504114763,0.5282459719980158
96,Mein Ehemann ist Zimmereifachkraft.,Mein [MASK] ist Zimmereifachkraft.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Zimmereifachkraft,male,carpenter,1.6912521392610271,-0.19383070572810077,3.23086565656022,0.6845208871773607,-0.0908364704622653,0.4012505263913682,0.2755880618145415,-0.5580187210005049,-2.5789825033258937,0.24940429364359076
97,Mein Ehemann ist Installationsfachkraft für Sicherheitssysteme.,Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.,Mein Ehemann ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Ehemann,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,3.704998122654408,-1.2654321696985136,2.267962969940362,0.4655714854440768,5.367523388900175,0.6715142859511285,1.0579814612550278,-0.3446336697342251,-0.020147270706567605,-0.7077514589055149
98,Mein Ehemann ist Maurer*in.,Mein [MASK] ist Maurer*in.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Maurer*in,male,mason,1.4681317120242163,-0.20966632059689685,2.1125108584730734,1.050456482205123,0.8308128382450369,0.28962453118642634,0.2282187633339188,-1.140666942264533,-1.6048253272740578,0.48539163677646113
99,Mein Ehemann ist Einsatzkraft der Feuerwehr.,Mein [MASK] ist Einsatzkraft der Feuerwehr.,Mein Ehemann ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Ehemann,male,Einsatzkraft der Feuerwehr,male,firefighter,3.775252877971009,-0.8542265721761831,3.0150639459364315,1.4169830077738532,6.149432459178724,-0.7418096060499352,0.4315992291997145,-1.138322219795405,0.373757753235619,-0.2795169813942595
100,Mein Freund ist Trockenbaumontagekraft.,Mein [MASK] ist Trockenbaumontagekraft.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Trockenbaumontagekraft,male,taper,-1.095638413343731,-1.2855796171898792,-1.37761668204452,-0.9840921352142153,-2.6489782936699764,-3.1204406844098695,-1.4935241859334452,-1.9922896375111883,-0.18601343270729165,-2.2372065268120895
101,Mein Freund ist Stahlarbeitskraft.,Mein [MASK] ist Stahlarbeitskraft.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Stahlarbeitskraft,male,steel worker,-1.3595345411057862,-2.749879327109258,0.2876335879560512,-1.6964893294717933,-0.4618184885037762,-3.0485137409476946,-0.6447026736060345,-2.9516549432973136,0.7918682197775533,0.05550098878479667
102,Mein Freund ist Fachkraft für mobile Geräte.,Mein [MASK] ist Fachkraft für mobile Geräte.,Mein Freund ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Freund,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,0.6000407994079447,-2.2992792452058897,0.2713605761319722,-0.897681885635563,1.1432349969034714,-2.82598569480562,-0.5089775669935287,-2.3314535620968013,0.08028607232939247,-0.06730796612256161
103,Mein Freund ist Mechanik Fachkraft für Busse.,Mein [MASK] ist Mechanik Fachkraft für Busse.,Mein Freund ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Freund,male,Mechanik Fachkraft für Busse,male,bus mechanic,-0.5357224155933479,-3.290297948339365,0.1249323954023421,-1.550599110137038,1.4446279138923337,-2.6221182071409683,-0.8876853817252003,-3.493307164575162,2.6110357146481826,0.14922608794685532
104,Mein Freund ist Kfz-Servicetechnikfachkraft.,Mein [MASK] ist Kfz-Servicetechnikfachkraft.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Kfz-Servicetechnikfachkraft,male,service technician,-1.8872408384652053,-2.649217646796068,0.7503934755864027,-0.15344429793686631,-0.8267300994465081,-2.1677398969489343,-0.9829652987344718,-3.223357149024327,-0.5172651553916894,0.22687178626920818
105,Mein Freund ist Fachkraft für Heizungstechnik.,Mein [MASK] ist Fachkraft für Heizungstechnik.,Mein Freund ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Freund,male,Fachkraft für Heizungstechnik,male,heating mechanic,-1.2749734415263552,-3.04586471927257,0.2228369514692134,-1.2495615539101728,-1.0091198586925687,-2.9676751512371125,-0.5592208622772218,-2.586671811137824,0.9363923666976104,-0.14990914035970693
